13,x=(180-36)-90,"Point(O), Line(A,B), Perpendicular(Line(O,C),Line(O,D)), Equals(MeasureOf(Angle(C,O,A)),36), Find(MeasureOf(Angle(D,O,B)))",Point O  Line AB  Perpendicular Line OC Line OD   Equals MeasureOf Angle COA  36  Find MeasureOf Angle DOB   ,54
14,x=(20/2),"Parallelogram(A,B,C,D), Equals(PerimeterOf(Polygon($)),20), IntersectAt(Line(A,B), Line(A,D),Line(A,C),Line(B,D),Point(O)), Perpendicular(Line(O,E),Line(B,D)), Line(A,D), LengthOf(Triangle(A,B,E)), Find(PerimeterOf(Polygon($)))",Parallelogram ABCD  Equals PerimeterOf Polygon $  20  IntersectAt Line AB  Line AD Line AC Line BD Point O   Perpendicular Line OE Line BD   Line AD  LengthOf Triangle ABE   Find PerimeterOf Polygon $   ,10
17,x=((21-5)/2)+5,"PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(A,B,C)),21), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(LengthOf(Line(B,C)),5), Line(D,E), IntersectAt(Line(A,B),Line(A,B),Point(D)), Line(A,C), Point(E), LengthOf(Triangle(B,E,C)), Find(PerimeterOf(Polygon($)))",PerimeterOf Polygon $   Equals LengthOf Triangle ABC  21  Equals LengthOf Line AB  Line AC   Equals LengthOf Line BC  5  Line DE  IntersectAt Line AB Line AB Point D   Line AC  Point E  LengthOf Triangle BEC   Find PerimeterOf Polygon $   ,13
21,x=20+20,"SideOf(Regular(Polygon($))), Quadrilateral(A,B,C,D), Line(A,C), Line(B,D), Find(PerimeterOf(Quadrilateral(E,F,G,H)))",SideOf Regular Polygon $    Quadrilateral ABCD  Line AC  Line BD  Find PerimeterOf Quadrilateral EFGH   ,40
22,x=180-55,"Equals(Equals(MeasureOf(Angle(1)),MeasureOf(Angle(2))),MeasureOf(Angle(3)), Find(MeasureOf(Angle(4)))",Equals Equals MeasureOf Angle 1  MeasureOf Angle 2   MeasureOf Angle 3   Find MeasureOf Angle 4   ,125
23,x=25*2,"IsDiameterOf(Line(A,B),Circle(O)), Equals(Arc(B,C),arc), Arc(B,D), Equals(MeasureOf(Angle(A)),25), Find(MeasureOf(Angle(B,O,D)))",IsDiameterOf Line AB Circle O   Equals Arc BC arc  Arc BD  Equals MeasureOf Angle A  25  Find MeasureOf Angle BOD   ,50
24,x=50*2,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A)),50), Find(MeasureOf(Angle(B,O,C)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle A  50  Find MeasureOf Angle BOC   ,100
25,x=100/2,"Equals(MeasureOf(Angle(A,O,B)),100), MeasureOf(Angle(B)), Find(MeasureOf(Angle(A)))",Equals MeasureOf Angle AOB  100  MeasureOf Angle B   Find MeasureOf Angle A   ,50
27,x=90-25,"InscribedIn(Triangle(A,B,C),Circle(O)), IsDiameterOf(Line(A,D),Circle(O)), Equals(MeasureOf(Angle(A,B,C)),25), Find(MeasureOf(Angle(C,A,D)))",InscribedIn Triangle ABC Circle O   IsDiameterOf Line AD Circle O   Equals MeasureOf Angle ABC  25  Find MeasureOf Angle CAD   ,65
30,x=90-65,"Line(a), Point(B), Line(b), Perpendicular(Line(A,B),Line(B,C)), Equals(MeasureOf(Angle(2)),65), Find(MeasureOf(Angle(1)))",Line a  Point B  Line b  Perpendicular Line AB Line BC   Equals MeasureOf Angle 2  65  Find MeasureOf Angle 1   ,25
32,x=(((50+50)-180)-180)/2,"IsMidpointOf(Point(D),Line($)), Line(A,B), LengthOf(Triangle(A,B,C)), SinOf(g), Point(A), Line(B,C), Equals(MeasureOf(Angle(B)),50), Find(MeasureOf(Angle(E,D,F)))",IsMidpointOf Point D Line $   Line AB  LengthOf Triangle ABC   SinOf g  Point A  Line BC  Equals MeasureOf Angle B  50  Find MeasureOf Angle EDF   ,50
35,x=(70*2)-180,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C,A,B)),70), Point(A), Triangle($), Line(A,B), Line(C,C), MeasureOf(Angle(B,A,B))",LengthOf Triangle ABC   Equals MeasureOf Angle CAB  70  Point A  Triangle $  Line AB  Line CC  MeasureOf Angle BAB  ,40
37,x=(180-90)-((180-36)/2),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(MeasureOf(Angle(A)),36), Line(B,D), Line(A,C), Find(MeasureOf(Angle(D,B,C)))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AC   Equals MeasureOf Angle A  36  Line BD  Line AC  Find MeasureOf Angle DBC   ,18
39,x=78/2,"Angle($), Equals(MeasureOf(Angle(B,O,C)),78), MeasureOf(Angle(B,A,C))",Angle $  Equals MeasureOf Angle BOC  78  MeasureOf Angle BAC  ,39
40,x=90-58,"Equals(Circle(O),circumCircle($), LengthOf(Triangle(A,B,D)), IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle(O)), Equals(MeasureOf(Angle(A,B,D)),58), Find(MeasureOf(Angle(B,C,D)))",Equals Circle O circumCircle $  LengthOf Triangle ABD   IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle O   Equals MeasureOf Angle ABD  58  Find MeasureOf Angle BCD   ,32
42,x=((180-80)/2)-80,"Line(B,C), Rhombus(A,B,C,D), Equals(Equals(MeasureOf(Angle(D,A,E)),MeasureOf(Angle(B))),80), Find(MeasureOf(Angle(C,D,E)))",Line BC  Rhombus ABCD  Equals Equals MeasureOf Angle DAE  MeasureOf Angle B   80  Find MeasureOf Angle CDE   ,30
44,x=(((180-22.5)-22.5)/2)-180,"Circle(O), Equals(MeasureOf(Angle(O,A,B)),22.5), Find(MeasureOf(Angle(C)))",Circle O  Equals MeasureOf Angle OAB  22.5  Find MeasureOf Angle C   ,112.5
45,x=8,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,B,C)),45), Equals(LengthOf(Line(A,C)),8), HeightOf(Polygon($)), Line(A,D), Line(B,E), Find(LengthOf(Line(B,F)))",LengthOf Triangle ABC   Equals MeasureOf Angle ABC  45  Equals LengthOf Line AC  8  HeightOf Polygon $   Line AD  Line BE  Find LengthOf Line BF   ,8
46,x=(180-70)-(70),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(MeasureOf(Angle(B)),70), Find(MeasureOf(Angle(A)))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AC   Equals MeasureOf Angle B  70  Find MeasureOf Angle A   ,40
48,x=55,"Line(a), Line(c), Equals(MeasureOf(Angle(1)),55), Find(MeasureOf(Angle(2)))",Line a  Line c  Equals MeasureOf Angle 1  55  Find MeasureOf Angle 2   ,55
49,x=((180-90)/2)/2,"Isosceles(Right(Triangle(A,B,C))), Equals(LengthOf(Line(A,B)),4), Equals(LengthOf(Line(A,C)),4), IsMidpointOf(Point(O),Line(B,C)), Circle(O), Line(B,C), Point(M), Point(N), Equals(Circle(O),\tan), Line(A,B), Line(A,C), MeasureOf(Angle(M,N,D)), Find(RadiusOf(Circle(O)))",Isosceles Right Triangle ABC    Equals LengthOf Line AB  4  Equals LengthOf Line AC  4  IsMidpointOf Point O Line BC   Circle O  Line BC  Point M  Point N  Equals Circle O \tan  Line AB  Line AC  MeasureOf Angle MND   Find RadiusOf Circle O   ,22.5
50,x=20*2,"Line(C,D), Circle(O), IsChordOf(Line(E,F),Circle($)), Equals(MeasureOf(Angle(D,C,F)),20), Find(MeasureOf(Angle(E,O,D)))",Line CD  Circle O  IsChordOf Line EF Circle $   Equals MeasureOf Angle DCF  20  Find MeasureOf Angle EOD   ,40
51,x=20,"Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(B)),20), Find(MeasureOf(Angle(C)))",Parallel Line AB Line CD   Equals MeasureOf Angle B  20  Find MeasureOf Angle C   ,20
52,x=100-70,"Equals(MeasureOf(Angle(1)),100), Equals(MeasureOf(Angle(C)),70), Find(MeasureOf(Angle(A)))",Equals MeasureOf Angle 1  100  Equals MeasureOf Angle C  70  Find MeasureOf Angle A   ,30
53,x=50*2,"Circle(O), Equals(MeasureOf(Angle(A,B,C)),50), Find(MeasureOf(Angle(A,O,C)))",Circle O  Equals MeasureOf Angle ABC  50  Find MeasureOf Angle AOC   ,100
54,x=(180-45)-(90+30),"Shape($), Equals(MeasureOf(Angle(C)),90), Equals(MeasureOf(Angle(B)),45), Equals(MeasureOf(Angle(E)),30), Find(MeasureOf(Angle(B,F,D)))",Shape $  Equals MeasureOf Angle C  90  Equals MeasureOf Angle B  45  Equals MeasureOf Angle E  30  Find MeasureOf Angle BFD   ,15
55,x=100/2,"Parallel(Line(A,B),Line(C,D)), Line(A,B), BisectsAngle(Line(E,D),MeasureOf(Angle(B,E,C))), Line(C,D), Point(D), Equals(MeasureOf(Angle(B,E,C)),100), Find(MeasureOf(Angle(D)))",Parallel Line AB Line CD   Line AB  BisectsAngle Line ED MeasureOf Angle BEC    Line CD  Point D  Equals MeasureOf Angle BEC  100  Find MeasureOf Angle D   ,50
56,x=(180-90)-35,"Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(C,E,D)),90), Equals(MeasureOf(Angle(A,E,C)),35), Find(MeasureOf(Angle(D)))",Parallel Line AB Line CD   Equals MeasureOf Angle CED  90  Equals MeasureOf Angle AEC  35  Find MeasureOf Angle D   ,55
57,x=(180-80)/2,"Parallel(Line(A,B),Line(C,D)), Line(A,D), MeasureOf(Angle(B,A,C)), Equals(MeasureOf(Angle(C)),80), Find(MeasureOf(Angle(D)))",Parallel Line AB Line CD   Line AD  MeasureOf Angle BAC   Equals MeasureOf Angle C  80  Find MeasureOf Angle D   ,50
58,x=(70*2)-180,"Parallel(Line(A,B),Line(C,D)), Line(A,D), MeasureOf(Angle(B,A,C)), Equals(MeasureOf(Angle(B,A,D)),70), Find(MeasureOf(Angle(A,C,D)))",Parallel Line AB Line CD   Line AD  MeasureOf Angle BAC   Equals MeasureOf Angle BAD  70  Find MeasureOf Angle ACD   ,40
59,x=180-135,"Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(2)),135), Find(MeasureOf(Angle(1)))",Parallel Line AB Line CD   Equals MeasureOf Angle 2  135  Find MeasureOf Angle 1   ,45
60,x=((180-50)-50)/2,"Point(A), Point(B), Point(C), Circle($), Equals(MeasureOf(Angle(O,B,C)),50), Find(MeasureOf(Angle(A)))",Point A  Point B  Point C  Circle $  Equals MeasureOf Angle OBC  50  Find MeasureOf Angle A   ,40
61,x=45-20,"Right(Triangle($)), Equals(MeasureOf(Angle(1)),20), Find(MeasureOf(Angle(2)))",Right Triangle $   Equals MeasureOf Angle 1  20  Find MeasureOf Angle 2   ,25
63,x=40+90,"Equals(MeasureOf(Angle(1)),40), Find(MeasureOf(Angle(2)))",Equals MeasureOf Angle 1  40  Find MeasureOf Angle 2   ,130
65,x=40/2,"Circle(O), Equals(MeasureOf(Angle(A,O,C)),40), Find(MeasureOf(Angle(A,B,C)))",Circle O  Equals MeasureOf Angle AOC  40  Find MeasureOf Angle ABC   ,20
66,x=((30*2)-180)/2,"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,B,O)),30), Find(MeasureOf(Angle(A,C,B)))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle ABO  30  Find MeasureOf Angle ACB   ,60
69,x=90-50,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(B,A,C)),50), Find(MeasureOf(Angle(A,D,C)))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  Equals MeasureOf Angle BAC  50  Find MeasureOf Angle ADC   ,40
70,x=(180-70)-25,"Congruent(LengthOf(Triangle(O,A,D)),LengthOf(Triangle(O,B,C))), Equals(MeasureOf(Angle(O)),70), Equals(MeasureOf(Angle(C)),25), Find(MeasureOf(Angle(O,A,D)))",Congruent LengthOf Triangle OAD  LengthOf Triangle OBC    Equals MeasureOf Angle O  70  Equals MeasureOf Angle C  25  Find MeasureOf Angle OAD   ,85
72,x=40*2,"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,B,C)),40), Find(MeasureOf(Angle(A,O,C)))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle ABC  40  Find MeasureOf Angle AOC   ,80
75,x=36+24,"Line(B,O), Line(C,O), MeasureOf(Angle(A,B,C)), MeasureOf(Angle(A,C,B)), Parallel(Line(M,N),Line(B,C)), Equals(LengthOf(Line(A,B)),36), Equals(LengthOf(Line(A,C)),24), LengthOf(Triangle(A,M,N)), Find(PerimeterOf(Polygon($)))",Line BO  Line CO  MeasureOf Angle ABC   MeasureOf Angle ACB   Parallel Line MN Line BC   Equals LengthOf Line AB  36  Equals LengthOf Line AC  24  LengthOf Triangle AMN   Find PerimeterOf Polygon $   ,60
78,x=130,"Equals(Parallel(Line(a),LengthOf(Line(b), MeasureOf(Angle(1)))),130), Find(MeasureOf(Angle(2)))",Equals Parallel Line a LengthOf Line b  MeasureOf Angle 1    130  Find MeasureOf Angle 2   ,130
79,x=90-46,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C)),90), Point(D), SideOf(Line(A,C)), Parallel(Line(D,E),Line(A,B)), Equals(MeasureOf(Angle(A,D,E)),46), Find(MeasureOf(Angle(B)))",LengthOf Triangle ABC   Equals MeasureOf Angle C  90  Point D  SideOf Line AC   Parallel Line DE Line AB   Equals MeasureOf Angle ADE  46  Find MeasureOf Angle B   ,44
81,x=(74*2)-180,"Parallel(Line(A,B),Line(C,D)), Point(E), Line(B,C), Equals(LengthOf(Line(C,D)),Line(C,E)), Equals(MeasureOf(Angle(D)),74), Find(MeasureOf(Angle(B)))",Parallel Line AB Line CD   Point E  Line BC  Equals LengthOf Line CD  Line CE   Equals MeasureOf Angle D  74  Find MeasureOf Angle B   ,32
82,x=(180-90)-(180-145),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),90), Point(D), SideOf(Line(A,C)), Parallel(Line(D,E),Line(B,C)), Equals(MeasureOf(Angle(1)),145), Find(MeasureOf(Angle(B)))",LengthOf Triangle ABC   Equals MeasureOf Angle A  90  Point D  SideOf Line AC   Parallel Line DE Line BC   Equals MeasureOf Angle 1  145  Find MeasureOf Angle B   ,55
83,x=180-40,"Parallel(Line(A,B),Line(C,D)), Parallel(Line(B,C),Line(D,E)), Equals(MeasureOf(Angle(B)),40), Find(MeasureOf(Angle(D)))",Parallel Line AB Line CD   Parallel Line BC Line DE   Equals MeasureOf Angle B  40  Find MeasureOf Angle D   ,140
84,x=120-80,"LengthOf(Triangle(A,B,C)), Parallel(Line(a),Line(b)), Equals(MeasureOf(Angle(1)),120), Equals(MeasureOf(Angle(2)),80), Find(MeasureOf(Angle(3)))",LengthOf Triangle ABC   Parallel Line a Line b   Equals MeasureOf Angle 1  120  Equals MeasureOf Angle 2  80  Find MeasureOf Angle 3   ,40
86,x=180-40,"Parallel(Line(A,B),Line(C,D)), Point(E), Line(C,A), Equals(MeasureOf(Angle(B,A,E)),40), Find(MeasureOf(Angle(A,C,D)))",Parallel Line AB Line CD   Point E  Line CA  Equals MeasureOf Angle BAE  40  Find MeasureOf Angle ACD   ,140
87,x=34*2,"Parallel(Line(A,B),Line(C,D)), Line(A,F), Line(C,D), Point(O), BisectsAngle(Line(O,F),MeasureOf(Angle(E,O,D))), Equals(MeasureOf(Angle(A)),34), Find(MeasureOf(Angle(E,O,D)))",Parallel Line AB Line CD   Line AF  Line CD  Point O  BisectsAngle Line OF MeasureOf Angle EOD    Equals MeasureOf Angle A  34  Find MeasureOf Angle EOD   ,68
89,x=180-110,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(B,C,D)),110), Find(MeasureOf(Angle(B,A,D)))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle BCD  110  Find MeasureOf Angle BAD   ,70
90,x=(180-40)/2,"Parallel(Line(A,B),Line(C,D)), Line(E,A), MeasureOf(Angle(C,E,B)), Equals(MeasureOf(Angle(B,E,D)),40), Find(MeasureOf(Angle(A)))",Parallel Line AB Line CD   Line EA  MeasureOf Angle CEB   Equals MeasureOf Angle BED  40  Find MeasureOf Angle A   ,70
92,x=(180-100)/2,"Equals(Equals(LengthOf(Line(A,B)),Parallel(Line(A,C), Line(A,D),LengthOf(Line(B,C), MeasureOf(Angle(B,A,C))))),100), Find(MeasureOf(Angle(C,A,D)))",Equals Equals LengthOf Line AB  Parallel Line AC  Line AD LengthOf Line BC  MeasureOf Angle BAC     100  Find MeasureOf Angle CAD   ,40
93,x=180-70,"Parallel(Line(A,B),Line(C,D)), Point(E), Line(C,B), Equals(MeasureOf(Angle(A,B,E)),70), Find(MeasureOf(Angle(E,C,D)))",Parallel Line AB Line CD   Point E  Line CB  Equals MeasureOf Angle ABE  70  Find MeasureOf Angle ECD   ,110
95,x=(??((160/2)*(160/2)-(200/2)*(200/2)))-(??((160/2)*(160/2)-(200/2)*(200/2))),"TanOf(k), WidthOf(Polygon($)), Equals(LengthOf(Line(A,B)),160)",TanOf k  WidthOf Polygon $   Equals LengthOf Line AB  160 ,40
98,x=(3.141592653589793*10)*5,Find(SideOf(Regular(Polygon($)))),Find SideOf Regular Polygon $    ,1.58E+13
100,x=((180-80)-180)/2,"LengthOf(Triangle(A,B,C)), Point(D), Line(B,C), Equals(LengthOf(Line(A,B)),Line(A,D)), Equals(LengthOf(Line(A,D)),Line(D,C)), Equals(MeasureOf(Angle(B)),80), Find(MeasureOf(Angle(C)))",LengthOf Triangle ABC   Point D  Line BC  Equals LengthOf Line AB  Line AD   Equals LengthOf Line AD  Line DC   Equals MeasureOf Angle B  80  Find MeasureOf Angle C   ,40
101,x=(180-70)/2,"BisectsAngle(Line(B,D),MeasureOf(Angle(A,B,C))), Parallel(Line(C,D),Line(A,B)), Equals(MeasureOf(Angle(B,C,D)),70), Find(MeasureOf(Angle(C,D,B)))",BisectsAngle Line BD MeasureOf Angle ABC    Parallel Line CD Line AB   Equals MeasureOf Angle BCD  70  Find MeasureOf Angle CDB   ,55
102,x=38*2,"Parallel(Line(A,B),Line(C,D)), Line(A,D), MeasureOf(Angle(B,A,E)), Equals(MeasureOf(Angle(D)),38), Find(MeasureOf(Angle(A,E,C)))",Parallel Line AB Line CD   Line AD  MeasureOf Angle BAE   Equals MeasureOf Angle D  38  Find MeasureOf Angle AEC   ,76
103,x=(90-36)/2,"Line(A,B), Circle(O), Point(B), Line(A,O), Point(C), Line(B,C), Equals(MeasureOf(Angle(A)),36), Find(MeasureOf(Angle(C)))",Line AB  Circle O  Point B  Line AO  Point C  Line BC  Equals MeasureOf Angle A  36  Find MeasureOf Angle C   ,27
104,x=180-80,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Equals(MeasureOf(Angle(C)),80), Find(MeasureOf(Angle(A)))",InscribedIn Quadrilateral ABCD Circle $   Equals MeasureOf Angle C  80  Find MeasureOf Angle A   ,100
105,x=((80/2)-180)-(50/2),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,B,C)),50), Equals(MeasureOf(Angle(A,C,B)),80), BisectsAngle(Line(B,P),MeasureOf(Angle(A,B,C))), BisectsAngle(Line(C,P),MeasureOf(Angle(A,C,B))), Find(MeasureOf(Angle(B,P,C)))",LengthOf Triangle ABC   Equals MeasureOf Angle ABC  50  Equals MeasureOf Angle ACB  80  BisectsAngle Line BP MeasureOf Angle ABC    BisectsAngle Line CP MeasureOf Angle ACB    Find MeasureOf Angle BPC   ,115
107,x=56,"Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(1)),56), Find(MeasureOf(Angle(2)))",Parallel Line AB Line CD   Equals MeasureOf Angle 1  56  Find MeasureOf Angle 2   ,56
108,x=90-36,"IsDiameterOf(Line(B,C),Circle(O)), Perpendicular(Line(A,D),Line(B,C)), Equals(MeasureOf(Angle(D)),36), Find(MeasureOf(Angle(B,A,D)))",IsDiameterOf Line BC Circle O   Perpendicular Line AD Line BC   Equals MeasureOf Angle D  36  Find MeasureOf Angle BAD   ,54
109,x=180-70,"Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(1)),70), Find(MeasureOf(Angle(B,O,F)))",Parallel Line AB Line CD   Equals MeasureOf Angle 1  70  Find MeasureOf Angle BOF   ,110
110,x=50,"Point(O), Equals(MeasureOf(Angle(1)),50), Find(MeasureOf(Angle(2)))",Point O  Equals MeasureOf Angle 1  50  Find MeasureOf Angle 2   ,50
111,x=90-35,"IsDiameterOf(Line(A,B),Circle($)), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),35), Find(MeasureOf(Angle(B)))",IsDiameterOf Line AB Circle $   Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle A  35  Find MeasureOf Angle B   ,55
112,x=180-50,"Parallel(Line(A,B),Line(C,D)), Line(E,F), Line(A,B), Line(C,D), Point(E), Point(F), Equals(MeasureOf(Angle(1)),50), Find(MeasureOf(Angle(2)))",Parallel Line AB Line CD   Line EF  Line AB  Line CD  Point E  Point F  Equals MeasureOf Angle 1  50  Find MeasureOf Angle 2   ,130
113,x=(((80-70)-180)/2)+(((80-70)-180)/2),"Quadrilateral(A,B,C,D), Equals(MeasureOf(Angle(B)),70), Equals(MeasureOf(Angle(C)),80), Line(C,D), Line(A,B), Line(M,N), Point(M), Point(N), Line(A,D), Line(B,C), Find(MeasureOf(Angle(M,N,B)))",Quadrilateral ABCD  Equals MeasureOf Angle B  70  Equals MeasureOf Angle C  80  Line CD  Line AB  Line MN  Point M  Point N  Line AD  Line BC  Find MeasureOf Angle MNB   ,95
118,x=50/2,"LengthOf(Triangle(A,B,C)), MeasureOf(Angle(A,B,C)), Angle($), MeasureOf(Angle(A,C,B)), Point(D), Equals(MeasureOf(Angle(A)),50), Find(MeasureOf(Angle(D)))",LengthOf Triangle ABC   MeasureOf Angle ABC   Angle $  MeasureOf Angle ACB   Point D  Equals MeasureOf Angle A  50  Find MeasureOf Angle D   ,25
119,x=9,"Congruent(Triangle(A,B,C),LengthOf(Triangle(D,C,B))), Point(A), Point(B), Point(D), Point(C), Equals(LengthOf(Line(A,B)),7), Equals(LengthOf(Line(B,C)),12), Equals(LengthOf(Line(A,C)),9), Find(LengthOf(Line(B,D)))",Congruent Triangle ABC LengthOf Triangle DCB    Point A  Point B  Point D  Point C  Equals LengthOf Line AB  7  Equals LengthOf Line BC  12  Equals LengthOf Line AC  9  Find LengthOf Line BD   ,9
120,x=((180-70)-30)-35,"Congruent(Triangle(A,B,C),LengthOf(Triangle(A,D,E))), Equals(MeasureOf(Angle(B)),70), Equals(MeasureOf(Angle(C)),30), Equals(MeasureOf(Angle(D,A,C)),35), Find(MeasureOf(Angle(E,A,C)))",Congruent Triangle ABC LengthOf Triangle ADE    Equals MeasureOf Angle B  70  Equals MeasureOf Angle C  30  Equals MeasureOf Angle DAC  35  Find MeasureOf Angle EAC   ,45
121,x=(7-5)-5,"Congruent(Triangle(A,B,C),LengthOf(Triangle(D,E,F))), Point(A), Point(D), Equals(Red(Line(B,C)),5), Equals(LengthOf(Line(B,F)),7), Find(LengthOf(Line(E,C)))",Congruent Triangle ABC LengthOf Triangle DEF    Point A  Point D  Equals Red Line BC  5  Equals LengthOf Line BF  7  Find LengthOf Line EC   ,3
122,x=360,"MeasureOf(Angle(B)), MeasureOf(Angle(C)), MeasureOf(Angle(D)), MeasureOf(Angle(E)), MeasureOf(Angle(F)), Find(MeasureOf(Angle(A)))",MeasureOf Angle B   MeasureOf Angle C   MeasureOf Angle D   MeasureOf Angle E   MeasureOf Angle F   Find MeasureOf Angle A   ,360
123,x=6,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C)),90), Equals(LengthOf(Line(A,C)),Line(B,C)), BisectsAngle(Line(A,D),MeasureOf(Angle(C,A,B))), Line(B,C), Angle(C,A,B), Perpendicular(Line(D,E),Line(A,B)), Equals(LengthOf(Line(A,B)),6), LengthOf(Triangle(D,B,E)), Find(PerimeterOf(Polygon($)))",LengthOf Triangle ABC   Equals MeasureOf Angle C  90  Equals LengthOf Line AC  Line BC   BisectsAngle Line AD MeasureOf Angle CAB    Line BC  Angle CAB  Perpendicular Line DE Line AB   Equals LengthOf Line AB  6  LengthOf Triangle DBE   Find PerimeterOf Polygon $   ,6
